"","�..eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"116666",201305070008,2013,5,7,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Doaba",33.000569,70.066062,1,0,"","05/07/2013: A suicide bomber on a motorcycle detonated targeting a Jamiat Ulema-e-Islam (JUI-F) election candidate, Mufti Syed Janan, in Doaba town, Khyber Pakhtunkhwa province, Pakistan. In addition to the bomber, at least 12 people were killed and 31 were wounded in the blast; Janan was not one of the casualties. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,0,1,1,"Assassination",NA,".",NA,".",14,"Private Citizens & Property",84,"Political Party Member/Rally","Jamiat Ulema-e-Islam Fazl (JUI-F)","Candidate: Mufti Syed Janan",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive is unknown; however, sources noted that the target, Mufti Syed Janan, is a Jamiat Ulema-e-Islam (JUI-F) candidate in Pakistan's general election, scheduled to be held on May 11th, 2013.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A booby-trapped two-wheeler and an explosive vest was used in the attack.",13,0,1,31,0,0,1,3,"Minor (likely < $1 million)",-99,"A market was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""The militants on Tuesday attacked,"" National Turk, May 7, 2013.","""Blood-smeared poll: String of bomb attacks kills 20 in K-P,"" The Express Tribune, May 7, 2013.","""Eight Die in Attack Against Election Rally in Pakistan,"" Latin American Herald Tribune, May 7, 2013.","START Primary Collection",-9,-9,0,-9,""
"116714",201305080022,2013,5,8,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Domail",33.016667,70.75,1,0,"","05/08/2013: A suicide bomber detonated an explosives-laden vehicle near a police station in Domail city, Khyber Pakhtunkhwa province, Pakistan. In addition to the bomber, at least three people were killed and 23 others were injured in the blast; in addition, several houses were damaged. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",3,"Police",22,"Police Building (headquarters, station, school)","Pakistani Police","Police Station",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",4,0,1,23,0,0,1,4,"Unknown",-99,"At least seven houses were partially or completely destroyed in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest estimates are reported here.","""Two dead, 23 wounded in Pakistan suicide   attack: officials,"" Agence France Presse -- English, May 8, 2013.","""Pakistan: Cop, two women killed in Bannu suicide blast,"" Right Vision News, May 10, 2013.","""2 killed, 27 injured as suicide car bomb hits police station in NW Pakistan,"" Xinhua News Agency, May 8, 2013.","START Primary Collection",-9,-9,0,-9,""
"116726",201305080034,2013,5,8,"2013-05-08 00:00:00",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Peshawar",34.002581,71.541488,1,0,"","05/08/2013: Assailants attacked police officers in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. Two police officers were killed and three civilians were injured in the ensuing firefight. In addition, one of the assailants detonated a suicide vest, killing a civilian and injuring two more. No group claimed responsibility for the incident; however, two of the attackers were arrested.",1,1,1,0,NA,".",0,1,1,5,"Hostage Taking (Barricade Incident)",3,"Bombing/Explosion",NA,".",3,"Police",25,"Police Security Forces/Officers","Pakistani Police","Officers",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,3,2,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",5,"Firearms",5,"Unknown Gun Type",NA,".",NA,".",NA,".",NA,".","A suicide vest used after shots were fired was used in the attack.",4,0,1,5,0,0,1,3,"Minor (likely < $1 million)",-99,"A bomb was detonated inside a house, damaging the house.",1,-99,0,2,NA,"","",0,NA,NA,NA,NA,"",5,"Successful Rescue",-99,"","""Three killed in Peshawar gunbattle between militants and police,"" DAWN Group, May 8, 2013.","""Terrorists guerrilla styled attacks leave two policemen dead in Peshawar,"" The News Tribe, May 8, 2013.","""Three killed in Peshawar gunbattle between militants and police,"" AllVoices, May 8, 2013.","START Primary Collection",-9,-9,0,-9,""
"116746",201305090012,2013,5,9,"2013-05-09 00:00:00",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Peshawar",34.002581,71.541488,1,0,"","05/09/2013: Two suicide bombers opened fire on a police vehicle before detonating in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. The two assailants were killed in the blast; however, there were no other reported casualties. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",3,"Police",23,"Police Patrol (including vehicles and convoys)","Pakistani Police","Van",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,2,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",5,"Firearms",5,"Unknown Gun Type",NA,".",NA,".",NA,".",NA,".","",2,0,2,0,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""In Pakistan, Gunmen Kidnap Ex-PM's Son,"" Radio Free Europe, May 9, 2013.","","","START Primary Collection",-9,-9,0,-9,""
"116822",201305110010,2013,5,11,"",0,"",153,"Pakistan",6,"South Asia","Sindh","Karachi",24.918822,67.025986,1,0,"The attack occurred in Manghopir.","05/11/2013: A suicide bomber driving a motorcycle detonated upon striking a Rangers vehicle in Manghopir neighborhood, Karachi city, Sindh province, Pakistan. In addition to the bomber, at least five people, including two Rangers, were killed and eleven others, including four Rangers, were injured in the blast. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",4,"Military",39,"Paramilitary","Pakistan Rangers","Vehicle",153,"Pakistan",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Not Applicable","Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive is unknown; however, sources speculated that the attack may be part of a larger trend of violence related to Pakistan's general election, which was being held on this date, May 11th, 2013.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A motorcycle was driven in to ranger's vehicle in the attack.",6,0,1,11,0,0,1,4,"Unknown",-99,"A military vehicle was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Two 'militants' killed in shootout,"" DAWN Group, May 31, 2013.","""Election Day violence kills over 50,"" The Nation Pakistan, May 12, 2013.","","START Primary Collection",-9,-9,0,-9,""
"116840",201305110034,2013,5,11,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Peshawar",34.002581,71.541488,1,1,"","05/11/2013: A suicide bomber detonated outside a polling station near Peshawar city, Khyber Pakhtunkhwa province, Pakistan. The bomber was killed while at least five people were injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",2,"Government (General)",19,"Election-related","Election Commission of Pakistan (ECP)","Polling Station",153,"Pakistan",14,"Private Citizens & Property",84,"Political Party Member/Rally","Awami National Party (ANP)","Office",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive is unknown; however, sources noted that the attack targeted a polling station and speculated that the attack may be part of a larger trend of violence related to Pakistan's general election, which was being held on this date, May 11th, 2013.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber wearing a suicide vest was used in the attack.",1,0,1,5,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Karachi: Five Killed in Blast Near ANP Election Office,"" Outlook India, May 11, 2013.","""Five killed, 20 hurt in bombing...,"" Qatar Peninsula, May 11, 2013.","","START Primary Collection",-9,-9,0,-9,""
"116891",201305120011,2013,5,12,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.193805,67.002754,1,0,"","05/12/2013: A suicide bomber detonated an explosives-laden vehicle outside the private residence of Mushtaq Sukhera in Quetta city, Balochistan province, Pakistan. Sukhera, Inspector General of the Balochistan Police, was not harmed in the blast; however, in addition to the bomber, at least ten other people were killed and another 76 were injured. Lashkar-e-Jhangvi claimed responsibility for the incident as did the Islamic Movement of Uzbekistan (IMU), who stated that the attack was a joint effort between them and Tehrik-i-Taliban Pakistan (TTP).",1,1,1,0,NA,".",0,0,1,1,"Assassination",NA,".",NA,".",3,"Police",25,"Police Security Forces/Officers","Pakistani Police","Inspector General: Mushtaq Sukhera",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Lashkar-e-Jhangvi","","Islamic Movement of Uzbekistan (IMU)","","Tehrik-i-Taliban Pakistan (TTP)",1092,20223,20442,"","Yahya Hikmati, spokesperson for the Islamic Movement of Uzbekistan (IMU), claimed responsibility and stated that the attack was in response to an incident in mid-April where the Pakistani Army targeted a religious seminary run by IMU, killing one student and wounding ten others.",0,0,1,1,0,1,10,"Unknown",1,7,"Posted to website, blog, etc.",0,NA,".",1,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide car bomb containing 1500-2000 kg of explosives was used in the attack.",11,0,1,76,0,0,1,3,"Minor (likely < $1 million)",-99,"Vehicles were damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the most recent estimates are reported here. Investigators attribute the attack to an operation jointly planned by the Tehrik-i-Taliban Pakistan (TTP) and the Islamic Movement of Uzbekistan (IMU).","""Suicide bomb kills six in southwest Pakistan: officials,"" Agence France Presse -- English, May 12, 2013.","""Uzbek bomber conducted Quetta suicide attack,"" Plus News Pakistan, May 16, 2013.","""Attack on IGP: Quetta blast death toll rises to 8,"" The Express Tribune, May 14, 2013.","START Primary Collection",0,1,0,1,""
"117277",201305240005,2013,5,24,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Peshawar",34.002581,71.541488,1,0,"","05/24/2013: A suicide bomber detonated an explosive device near Haji Hayatullah's vehicle in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. Hayatullah, a leader of Jamatul Dawa Alquran and Sunnah, was not harmed in the attack; however, at least two people in addition to the assailant were killed and two other individuals were injured. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",85,"Religious Figure","Jamatul Dawa Alquran and Sunnah","Leader: Haji Hayatullah's Vehicle",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",3,0,1,2,0,0,1,3,"Minor (likely < $1 million)",-99,"A civilian vehicle was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest estimates are reported here.","""Former Afghan commander survives suicide attack,"" Business Recorder, May 25, 2013.","""Former jihadi leader escapes Peshawar suicide attack, three killed,"" Pakistan Today, May 24, 2013.","""Suicide attack in Peshawar leaves two dead,"" DAWN Group, May 24, 2013.","START Primary Collection",-9,-9,0,-9,""
"117599",201306030001,2013,6,3,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","North Waziristan district",32.95539,70.131008,3,0,"Incident occurred in the Damdel area of the North Waziristan Agency.","06/03/2013: A suicide bomber detonated an explosives-laden vehicle at a checkpost in Damdel Area, Federally Administered Tribal Areas, Pakistan. The explosion targeted Frontier Corps (FC) personnel, injuring two of them and destroying the checkpost. No group claimed responsibility for the attack.",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",4,"Military",36,"Military Checkpoint","Frontier Corps (FC)","Checkpoint",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An explosive-laden car driven by a suicide bomber was used in the attack.",1,0,1,2,0,0,1,3,"Minor (likely < $1 million)",-99,"The checkpost was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Pakistan: 2 soldiers injured in NWA suicide   attack,"" Right Vision News, June 5, 2013.","""Blast razes post; two injured,"" DAWN Group, June 4, 2013.","""Two soldiers injured in NWA suicide attack,"" The News Online, June 4, 2013.","START Primary Collection",-9,-9,0,-9,""
"117898",201306150002,2013,6,15,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.201452,67.00661,1,0,"","06/15/2013: A female suicide bomber named Ayesha Siddiqa detonated an explosive device on a Sardar Bahadar Khan Women University bus in Quetta city, Balochistan province, Pakistan. In addition to the bomber, at least 14 people were killed and 30 injured in the attack. Lashkar-e-Jhangvi (LEJ) claimed responsibility for the incident, saying the victims were targeted because they were Shiites. Following the attack, the hospital tending the wounded was attacked by another bomb blast and four gunmen.",1,1,1,0,NA,".",1,1,1,3,"Bombing/Explosion",NA,".",NA,".",8,"Educational Institution",49,"School/University/Educational Building","Sardar Bahadar Khan Women University","Bus",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Lashkar-e-Jhangvi","","","","",1092,NA,NA,"","The specific motive is unknown; however, a Lashkar-e-Jhangvi spokesperson stated that the bus was targeted because the passengers consisted of Shiites. Authorities stated that the bus was also carrying people of other religions and ethnic groups.",0,NA,NA,1,0,1,10,"Unknown",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",15,0,1,30,0,0,1,3,"Minor (likely < $1 million)",-99,"The bus was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this incident conflict across sources.","""Pakistan: Female suicide bomber destroyed Women varsity bus in Quetta: Report,"" Right Vision News, June 18, 2013.","""11 dead in Pakistan women university bus bomb blast,"" Financial Express Bangladesh, June 15, 2013.","""23 killed in Quetta blasts, forces clear BMC of terrorists,"" Dunya News, June 15, 2013.","START Primary Collection",0,0,0,0,"201306150003"
"117899",201306150003,2013,6,15,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.201453,67.006613,1,0,"","06/15/2013: Following a bomb blast on a women's university bus, four assailants attacked the Bolan Medical Complex that was receiving wounded victims in Quetta city, Balochistan province, Pakistan. Two of the attackers were suicide bombers who detonated explosives inside the hospital. The attackers also held 35 people hostage inside the hospital while fighting with security forces. At least 15 people were killed, including four of the gunmen, and 30 were wounded in the attack. Lashkar-e-Jhangvi (LEJ) claimed responsibility for the attack.",1,1,1,0,NA,".",1,1,1,5,"Hostage Taking (Barricade Incident)",3,"Bombing/Explosion",2,"Armed Assault",1,"Business",6,"Medical/Pharmaceutical","Bolan Medical Complex (BMC)","Intensive Care Unit",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Lashkar-e-Jhangvi","","","","",1092,NA,NA,"","",0,NA,NA,5,1,1,10,"Unknown",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",5,"Firearms",5,"Unknown Gun Type",NA,".",NA,".",NA,".",NA,".","Two suicide bombers and multiple firearms were used in the attack.",15,0,4,30,0,0,1,4,"Unknown",-99,"An unknown amount of property was damaged in this attack.",1,35,0,5,NA,"","",0,NA,NA,NA,NA,"",5,"Successful Rescue",-99,"","""Blasts kill 25 in Pak, destroy Jinnah home,"" Hindustan Times, June 16, 2013.","""20 killed in twin bomb attack firing in Pakistan,"" Philippine Times, June 16, 2013.","""UPDATE 3-Pakistan militants blast bus, attack hospital; at least 12 dead,"" Sify, June 15, 2013.","START Primary Collection",0,0,0,0,"201306150002"
"117983",201306170013,2013,6,17,"",0,"",153,"Pakistan",6,"South Asia","Punjab","Rawalpindi",33.603973,73.044901,1,0,"","06/17/2013: Police forces stopped a car with explosive devices near a checkpoint in Rawalpindi city, Punjab province, Pakistan. Two perpetrators were arrested and confessed their intention to target Rawalpindi city. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,0,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",75,"Village/City/Town/Suburb","Not Applicable","Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,2,2,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",6,"Explosives/Bombs/Dynamite",17,"Other Explosive Type",5,"Firearms",2,"Automatic Weapon",NA,".",NA,".","Two suicide vests, 20 homemade bombs, four AK-47 rifles, and four pistols were used in the attack.",0,0,0,0,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Pakistan: Rawalpindi saved from terrorism bid,"" Right Vision News, June 20, 2013.","","","START Primary Collection",-9,-9,0,-9,""
"118008",201306180001,2013,6,18,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Mardan",34.198181,72.044411,1,0,"","06/18/2013: A suicide bomber detonated explosives at a funeral procession of Haji Abdullah in Mardan district, Khyber Pakhtunkhwa province, Pakistan. The explosion targeted members of the Khyber Pakhtunkhwa assembly, particularly Imran Khan Mohmand, a recently elected constituent. Thirty-four people were killed and at least 43 were injured in the incident. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Provincial Assembly of Khyber Pakhtunkhwa","Member: Imran Khan Mohmand",153,"Pakistan",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Not Applicable","Funeral",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An explosive jacket was used in the attack.",35,0,1,43,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Mardan suicide blast kills MPA, 34 others,"" Daily Times, June 18, 2013.","""20 killed, over 50 injured in suicide blast in NW Pakistan,"" Xinhua News Agency, June 18, 2013.","""29 killed, 57 injured in suicide blast in NW Pakistan,"" Xinhua News Agency, June 18, 2013.","START Primary Collection",-9,-9,0,-9,""
"118090",201306210002,2013,6,21,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Peshawar",34.004289,71.54603,1,0,"","06/21/2013: Two gunmen opened fire and a suicide bomber detonated their explosives at Hussaini Madrassa in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. Fifteen people, including the suicide bomber, were killed and 32 were injured in the attack. There was no claim of responsibility for this attack; however, security forces attributed it to Tehrik-i-Taliban Pakistan (TTP).",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",2,"Armed Assault",NA,".",8,"Educational Institution",49,"School/University/Educational Building","Hussaini Madrassa","Madrassa",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Tehrik-i-Taliban Pakistan (TTP)","","","","",20442,NA,NA,"","",0,NA,NA,3,0,1,2,"Call (post-incident)",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",5,"Firearms",5,"Unknown Gun Type",NA,".",NA,".",NA,".",NA,".","Unspecified fire arms were fired followed by a suicide bomber in the attack.",15,0,1,32,0,0,1,3,"Minor (likely < $1 million)",-99,"The interior of the Hussaini Madrassa was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Suicide bomb kills at least 13 worshippers in Pakistan,"" Panorama.am, June 22, 2013.","""Suicide attack at Shia madrassa kills 14 in Peshawar,"" The Express Tribune, June 21, 2013.","""Deadly attack hits Pakistan mosque,"" TalkTalk, June 21, 2013.","START Primary Collection",0,0,0,0,""
"118107",201306210033,2013,6,21,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Killa Saifullah",30.707158,68.36576,1,0,"The attack occurred in the Bandat Musazai area in the Killa Saifullah district.","06/21/2013: A suicide bomber on a motorcycle detonated prematurely in Killa Saifullah, Balochistan province, Pakistan. Only the bomber was killed in the blast. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",20,"Unknown",NA,".","Unknown","Unknown",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber driving a motorcycle was used in the attack.",1,0,1,0,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Would-be suicide attacker killed,"" DAWN Group, June 22, 2013.","""Mysterious explosion kills suicide bomber in Killa Saifullah,"" Frontier Post, June 21, 2013.","","START Primary Collection",-9,-9,0,-9,""
"118284",201306270001,2013,6,27,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Kuchlak",30.356879,66.945505,1,0,"The attack occurred in Kuchlak.","06/27/2013: A suicide bomber detonated near a bus stop in Kuchlak town, Balochistan province, Pakistan. In addition to the assailant, one person was killed and another person was wounded. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",19,"Transportation",101,"Bus Station/Stop","Unknown","Bus Stop",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A seven to eight kilogram explosive vest was used in the attack.",2,0,1,1,0,0,1,3,"Minor (likely < $1 million)",-99,"A nearby mosque was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""2 die in Pakistan after suicide bomber's explosives go off prematurely,"" CNN, June 27, 2013.","""Bomber, passer-by killed in Kuchlak blast,"" The Nation Pakistan, June 28, 2013.","""2 killed, 5 injured in Kuchlak explosion,"" Pakistan Press International, June 28, 2013.","START Primary Collection",-9,-9,0,-9,""
"118366",201306300003,2013,6,30,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.177166,66.96627,1,0,"Incident occurred in Ali Abad neighborhood in Hazara Town in the city","06/30/2013: A suicide bomber detonated in Quetta city, Balochistan province, Pakistan. The assailant was attempting to enter the Ali Abu Talib mosque on a bicycle when he detonated. The resulting blast killed 31 civilians and injured 55 other people. Lashkar-e-Jhangvi claimed responsibility for this incident.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","Ali Abu Talib Mosque","Mosque",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Lashkar-e-Jhangvi","","","","",1092,NA,NA,"","The specific motive is unknown; however, a source speculates that the incident, which targeted a Hazara Shiite mosque, may be part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shia communities.",0,NA,NA,1,0,1,2,"Call (post-incident)",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",6,"Explosives/Bombs/Dynamite",7,"Grenade",NA,".",NA,".",NA,".",NA,".","A hand grenade was first thrown, then a suicide bomber strapped with explosives was used in the attack.",32,0,1,55,0,0,1,3,"Minor (likely < $1 million)",-99,"Several nearby vehicles and buildings were damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. Not all sources state a grenade was used, some suggest the bomber detonated immediately upon being denied access to mosque.","""Gunmen kill two policemen in Pakistan's Peshawar,"" Agence France Presse -- English, July 1, 2013.","""Death toll in Hazara Town attack rises to 31,"" Pakistan Today, July 3, 2013.","""Quetta shuts down to mourn attack,"" Frontier Post, July 2, 2013.","START Primary Collection",0,0,0,0,""
